2;3;22.727272727272727;31.863636363636363;22.818181818181817;37.72727272727273;33.0;34.59090909090909
2;3;32.22727272727273;31.045454545454547;38.77272727272727;37.72727272727273;39.45454545454545;30.363636363636363
2;3;42.95454545454545;29.0;51.81818181818182;35.0;52.86363636363637;24.227272727272727
2;3;55.0;28.636363636363637;60.22727272727273;35.59090909090909;53.40909090909091;29.681818181818183
2;3;60.68181818181818;29.227272727272727;69.22727272727273;35.54545454545455;57.68181818181818;31.863636363636363
2;3;22.272727272727273;18.863636363636363;26.818181818181817;29.818181818181817;24.59090909090909;32.31818181818182
2;3;37.63636363636363;20.818181818181817;43.22727272727273;29.727272727272727;46.68181818181818;31.09090909090909
2;3;50.40909090909091;21.09090909090909;56.45454545454545;28.272727272727273;46.36363636363637;17.818181818181817
2;3;65.0;16.09090909090909;69.95454545454545;26.545454545454547;66.36363636363636;28.59090909090909
2;3;26.227272727272727;14.0;36.77272727272727;19.09090909090909;25.0;18.363636363636363
2;3;36.09090909090909;15.636363636363637;39.95454545454545;20.40909090909091;31.454545454545453;15.5
2;3;42.63636363636363;15.727272727272727;51.5;21.136363636363637;39.90909090909091;24.363636363636363
2;3;54.09090909090909;14.545454545454545;59.27272727272727;20.727272727272727;62.59090909090909;15.227272727272727
2;3;59.40909090909091;14.0;66.9090909090909;17.954545454545453;67.04545454545455;18.636363636363637
